id,title,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,popularity,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
19614,It,1,2,en,2794,6.905,"In 1960, seven outcast kids known as ""The Losers' Club"" fight an evil demon who poses as a child-killing clown. Thirty years later, they reunite to stop the demon once and for all when it returns to their hometown.",FALSE,/1YXUpm1Nkx9frbYKFw6YVfv6btV.jpg,18-11-1990,20-11-1990,,FALSE,It,61.231,/4ybQ6gopB3H3cu0seVZLznDnIKo.jpg,Miniseries,Ended,The Master of Horror unleashes everything you were ever afraid of.,"Mystery, Drama",Stephen King,en,ABC,US,English,"Lorimar Television, Green/Epstein Productions, Konigsberg/Sanitsky Company",United States of America,90
95479,Jujutsu Kaisen,1,47,ja,2788,8.563,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",FALSE,/lthkKBLe1rX6iThgVFg22O02sJw.jpg,03-10-2020,29-09-2023,https://jujutsukaisen.jp,TRUE,呪術廻戦,614.553,/hFWP5HkbVEe40hrXgtCeQxoccHE.jpg,Scripted,Returning Series,"A boy fights... for ""the right death.""","Animation, Action & Adventure, Sci-Fi & Fantasy",,ja,"MBS, TBS, CBC, Tulip Television, SBC, BSN, tys, HBC, RKK Kumamoto Broadcasting, Nagasaki Culture Telecasting Corporation, i-Television, SBS TV, IBC Iwate Broadcasting, Broadcasting System of San-in, Hokuriku Broadcasting, Oita Broadcasting System, TV-U Fukushima, RSK, TV-U Yamagata, Tohoku Broadcasting, RKB, TV Kochi Broadcasting, Ryukyu Broadcasting, TV Yamanashi, RCC, MRT Miyazaki Broadcasting, ATV, MBC South Japan Broadcasting",JP,日本語,"MAPPA, Sumzap, dugout, Shueisha, MBS, TOHO",Japan,24
12609,Dragon Ball,1,153,ja,2788,8.2,"Long ago in the mountains, a fighting master known as Gohan discovered a strange boy whom he named Goku. Gohan raised him and trained Goku in martial arts until he died. The young and very strong boy was on his own, but easily managed. Then one day, Goku met a teenage girl named Bulma, whose search for the mystical Dragon Balls brought her to Goku's home. Together, they set off to find all seven and to grant her wish.",FALSE,/nokCMxb0u5YtLsu7RGs4oUiA8DK.jpg,26-02-1986,19-04-1989,https://dragon-ball-official.com/,FALSE,ドラゴンボール,7.884,/onCLyCOgszTIyyVs2XKYSkKPOPG.jpg,Scripted,Ended,,"Animation, Action & Adventure, Sci-Fi & Fantasy",,ja,Fuji TV,JP,日本語,"Toei Animation, Cloverway, Inc.",Japan,25
78191,You,5,40,en,2788,8.078,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",FALSE,/2ZNFu0hkSVtAI6LRWGIlCPNd1Tj.jpg,09-09-2018,09-03-2023,https://www.netflix.com/title/80211991,TRUE,You,71.284,/7bEYwjUvlJW7GerM8GYmqwl4oS3.jpg,Scripted,Returning Series,A bloody good time.,Drama,"Greg Berlanti, Sera Gamble",en,"Lifetime, Netflix",US,English,"Berlanti Productions, Alloy Entertainment, Warner Bros. Television, A+E Studios, Man Sewing Dinosaur, Warner Horizon Television",United States of America,45
46648,True Detective,4,30,en,2787,8.305,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",FALSE,/scx72FpTF929jYXea0MphyE24Wa.jpg,12-01-2014,24-02-2019,https://www.hbo.com/true-detective,TRUE,True Detective,76.26,/aowr4xpLP5sRCL50TkuADomJ98T.jpg,Scripted,Returning Series,Time takes everything but the truth.,Drama,Nic Pizzolatto,en,HBO,US,English,"Passenger, Anonymous Content, Lee Caplin / Picture Entertainment, PASTEL, Neon Black, Parliament of Owls, HBO",United States of America,60
74577,The End of the F***ing World,2,16,en,2786,8.094,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",FALSE,/nfWhNM5VVd9a5bEGobs83TWTuLM.jpg,24-10-2017,07-11-2019,https://media.netflix.com/zh_cn/only-on-netflix/80175722,FALSE,The End of the F***ing World,31.754,/f1OV9xEJCZVYcYSDRr5xOD8NJw3.jpg,Scripted,Ended,Some love stories begin at the end.,"Comedy, Drama, Crime",Jonathan Entwistle,en,Channel 4,GB,English,"Dominic Buchanan Productions, Clerkenwell Films",United Kingdom,21
44953,El Señor de los Cielos,8,699,es,2777,7.909,"Set in the 1990s, these are the life and times of Amado Carrillo Fuentes, a man who became the head of the Juárez cartel. Nicknamed “El Señor de los Cielos” (Lord of the Skies) because of the large fleet of airplanes he used to transport drugs, he was also known for washing more than $200 million through Colombia to finance his huge fleet. He is described as the most powerful drug trafficker of his time.",FALSE,/iN9uULLaSx7h21tcR9io2dnARjw.jpg,15-04-2013,22-05-2023,https://www.telemundo.com/shows/el-senor-de-los-cielos,TRUE,El señor de los cielos,14.76,/Ag7VUdnrRz5Qpq3Yn3E5OCvFnu0.jpg,Scripted,Returning Series,,"Crime, Drama, Soap","Mauricio Ochmann, Mariano Calasso, Luis Zelkowicz",es,Telemundo,US,Español,"Caracol Televisión, Telemundo Studios, Argos Comunicación","Mexico, United States of America, Colombia",0
79460,Legacies,4,68,en,2769,8.496,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelson’s daughter, 17-year-old Hope Mikaelson, Alaric Saltzman’s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.",FALSE,/fRYwdeNjMqC30EhofPx5PlDpdun.jpg,25-10-2018,16-06-2022,http://www.cwtv.com/shows/legacies,FALSE,Legacies,148.914,/mwJ3OxbliRwCvceSJvAzPiFu4WZ.jpg,Scripted,Canceled,Heroes. Villains. Whatever.,"Sci-Fi & Fantasy, Drama",Julie Plec,en,The CW,US,English,"Warner Bros. Television, Alloy Entertainment, CBS Studios, My So-Called Company",,43
387,SpongeBob SquarePants,14,578,en,2747,7.617,"Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.",FALSE,/aasp5EmwclAQbwfGABWLTNLhjwB.jpg,01-05-1999,09-08-2023,http://www.nick.com/spongebob-squarepants/,TRUE,SpongeBob SquarePants,47.867,/zDuKxQkG8EemvLdBn43ChdM0MJL.jpg,Scripted,Returning Series,,"Animation, Comedy, Family, Sci-Fi & Fantasy",Stephen Hillenburg,en,Nickelodeon,US,English,"United Plankton Pictures, Nickelodeon Productions, Nickelodeon Animation Studio",United States of America,11
4087,The X-Files,11,218,en,2726,8.397,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries that debunk Mulder's work and thus return him to mainstream cases.",FALSE,/1vpmGGDaW4aUGKCfQTV0ygAPtBu.jpg,10-09-1993,21-03-2018,http://www.fox.com/the-x-files,FALSE,The X-Files,643.863,/5BD0kiTGnDxONqdrsswTewnk6WH.jpg,Scripted,Ended,The truth is out there.,"Sci-Fi & Fantasy, Mystery, Crime",Chris Carter,en,FOX,US,English,"Ten Thirteen Productions, 20th Century Fox Television",United States of America,45
67335,Sin senos sí hay paraíso,4,340,es,2676,7.541,A young woman born in a mafia-controlled town seeks revenge on those who wrongfully harmed and imprisoned her family.,FALSE,/oAkpvVvoyZWMo9cpNk3aQoVKsjM.jpg,19-07-2016,03-12-2020,https://www.telemundo.com/shows/sin-senos-si-hay-paraiso,FALSE,Sin senos sí hay paraíso,113.424,/7lBJ6lOS0uQqsH13U9iMTikawQS.jpg,Scripted,Ended,,"Action & Adventure, Crime, Drama, Mystery",Gustavo Bolívar,es,Telemundo,CO,Español,"Fox Telecolombia, Telemundo Studios",Colombia,50
57243,Doctor Who,13,153,en,2639,7.4,"The Doctor is a Time Lord: a 900 year old alien with 2 hearts, part of a gifted civilization who mastered time travel. The Doctor saves planets for a living—more of a hobby actually, and the Doctor's very, very good at it.",FALSE,/sRfl6vyzGWutgG0cmXmbChC4iN6.jpg,26-03-2005,05-12-2021,http://www.bbc.co.uk/programmes/b006q2x0,TRUE,Doctor Who,173.153,/sz4zF5z9zyFh8Z6g5IQPNq91cI7.jpg,Scripted,Returning Series,Space. For all.,"Action & Adventure, Drama, Sci-Fi & Fantasy","Sydney Newman, Donald Wilson, C. E. Webber",en,BBC One,GB,English,"BBC Wales, CBC, BBC Studios, Bad Wolf","Canada, United Kingdom",80
60866,iZombie,5,71,en,2628,7.797,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",FALSE,/tCjXy1iCsr2BVlNczafnkZ40LPn.jpg,17-03-2015,01-08-2019,http://www.cwtv.com/shows/izombie,FALSE,iZombie,65.145,/q4nqNwAhzVR7JuYctrWJvUWz3xR.jpg,Scripted,Ended,Rebel without a cure.,"Drama, Crime, Sci-Fi & Fantasy","Rob Thomas, Diane Ruggiero",en,The CW,US,English,"Warner Bros. Television, Spondoolie Productions, DC Vertigo",United States of America,42
1409,Sons of Anarchy,7,92,en,2569,8.445,"An adrenalized drama with darkly comedic undertones that explores a notorious outlaw motorcycle club’s (MC) desire to protect its livelihood while ensuring that their simple, sheltered town of Charming, California remains exactly that, charming. The MC must confront threats from drug dealers, corporate developers, and overzealous law officers. Behind the MC’s familial lifestyle and legally thriving automotive shop is a ruthless and illegal arms business driven by the seduction of money, power, and blood.",FALSE,/sAX6JOWZWJGhkvFRctSZIL556mp.jpg,03-09-2008,09-12-2014,http://www.fxnetworks.com/shows/sons-of-anarchy/about,FALSE,Sons of Anarchy,376.377,/dNNZe7wqrcXgTSbiSlkEaodhm5s.jpg,Scripted,Ended,Let freedom ride.,"Crime, Drama",Kurt Sutter,en,FX,US,English,"SutterInk, The Linson Company, Fox 21, FX Productions",United States of America,45
67915,Goblin,1,16,ko,2545,8.66,"In his quest for a bride to break his immortal curse, a 939-year-old guardian of souls meets a grim reaper and a sprightly student with a tragic past.",FALSE,/uoA7xBzCt3XXqL5fMmB8pmYgABJ.jpg,02-12-2016,21-01-2017,http://program.tving.com/tvn/dokebi/,FALSE,쓸쓸하고 찬란하神-도깨비,52.348,/t7aUi8jbsIUSCNqA1akAbKjBWjU.jpg,Scripted,Ended,A mysterious romance between a goblin and a young human bride.,"Drama, Sci-Fi & Fantasy, Comedy","Kim Eun-sook, Lee Eung-bok",ko,tvN,KR,한국어/조선말,"Hwa&Dam Pictures, Studio Dragon",South Korea,77
40075,Gravity Falls,2,40,en,2512,8.531,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",FALSE,/lhg7eA6CTOCL10QNVdKiyxkgPsL.jpg,15-06-2012,15-02-2016,http://disneyxd.disney.com/gravity-falls,FALSE,Gravity Falls,300.167,/dNxEEK5CdNQbp4YcEtICXelRqvP.jpg,Scripted,Ended,Just west of weird.,"Animation, Comedy, Mystery, Sci-Fi & Fantasy, Kids",Alex Hirsch,en,"Disney Channel, Disney XD",US,English,Disney Television Animation,United States of America,22
63351,Narcos,3,30,en,2493,8.006,A gritty chronicle of the war against Colombia's infamously violent and powerful drug cartels.,FALSE,/go5LNIFH9IdoSwv8j9cNyTk2uPU.jpg,28-08-2015,01-09-2017,http://www.netflix.com/title/80025172,FALSE,Narcos,76.746,/rTmal9fDbwh5F0waol2hq35U4ah.jpg,Scripted,Ended,There's no business like blow business.,"Crime, Drama","Chris Brancato, Doug Miro, Carlo Bernard","es, en",Netflix,US,"Español, English",Gaumont International Television,United States of America,57
75450,Titans,4,49,en,2487,7.975,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,FALSE,/remQq0nfQoxY9fVglGGegHZjFxx.jpg,12-10-2018,11-05-2023,https://www.hbomax.com/titans,FALSE,Titans,92.504,/8e6QiSexmYKaiHGPvbhaFMmQEhc.jpg,Scripted,Ended,Heroes will rise ... or Gotham will fall.,"Action & Adventure, Sci-Fi & Fantasy, Drama","Akiva Goldsman, Greg Berlanti, Geoff Johns","en, de","DC Universe, HBO Max",US,"English, Deutsch","Berlanti Productions, Warner Bros. Television, Weed Road Pictures, DC Entertainment",United States of America,0
15260,Adventure Time,10,279,en,2474,8.477,"Hook up with Finn and Jake as they travel the Land of Ooo searching for adventure. But remember, adventure isn’t always easy. Sometimes you’ve got to battle fire gnomes that torture old ladies, save a smelly hot dog princess from the Ice King, and thaw out a bunch of frozen businessmen. What the cabbage?!",FALSE,/pe4B3OYBb7qYCdkAz7nKWordbls.jpg,05-04-2010,03-09-2018,http://www.cartoonnetwork.com/video/adventuretime/,FALSE,Adventure Time,316.301,/qk3eQ8jW4opJ48gFWYUXWaMT4l.jpg,Scripted,Ended,"They’re not righteous, they’re wrongteous!","Animation, Comedy, Sci-Fi & Fantasy",Pendleton Ward,en,Cartoon Network,US,English,"Frederator Studios, Cartoon Network Studios",United States of America,11
69478,The Handmaid's Tale,5,56,en,2457,8.2,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship. A TV adaptation of Margaret Atwood's novel.",FALSE,/sokTOq0zAmPS7wCR4qd4Kca35x7.jpg,26-04-2017,09-11-2022,https://www.hulu.com/the-handmaids-tale,TRUE,The Handmaid's Tale,684.333,/vEirHBHZIHKWXFEiv93zRU4XhJB.jpg,Scripted,Returning Series,Blessed be the fruit.,"Drama, Sci-Fi & Fantasy",Bruce Miller,en,Hulu,US,English,"MGM Television, White Oak Pictures, Daniel Wilson Productions Inc.","Canada, United States of America",50
31917,Pretty Little Liars,7,161,en,2425,8.028,"Based on the Pretty Little Liars series of young adult novels by Sara Shepard, the series follows the lives of four girls — Spencer, Hanna, Aria, and Emily — whose clique falls apart after the disappearance of their queen bee, Alison. One year later, they begin receiving messages from someone using the name ""A"" who threatens to expose their secrets — including long-hidden ones they thought only Alison knew.",FALSE,/ypLoTftyF5EpGBxJas4PThIdiU4.jpg,08-06-2010,27-06-2017,http://freeform.go.com/shows/pretty-little-liars,FALSE,Pretty Little Liars,509.785,/frB4pyzEnYnO3F67iYPGZGEpEbr.jpg,Scripted,Ended,Time to bring your A game.,"Drama, Mystery",I. Marlene King,en,"ABC Family, Freeform",US,English,"Russian Hill Productions, Warner Horizon Television, Alloy Entertainment, Long Lake Media",United States of America,41
1425,House of Cards,6,73,en,2403,8.045,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",FALSE,/ex4kvQb0Ski5KL2fsnKQU2hV3oo.jpg,01-02-2013,02-11-2018,http://www.netflix.com/title/70178217,FALSE,House of Cards,67.655,/hKWxWjFwnMvkWQawbhvC0Y7ygQ8.jpg,Scripted,Ended,There are two kinds of pain.,Drama,Beau Willimon,en,Netflix,US,English,"Panic Pictures, MRC, Trigger Street Productions",,0
56570,Outlander,8,83,en,2403,8.217,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",FALSE,/nf3Vlxm3C9U1aKUUQHmKFZmxPSc.jpg,09-08-2014,11-08-2023,https://www.starz.com/us/en/series/outlander/21796,TRUE,Outlander,141.529,/oftZNfyTVNU7IfOqoGLoT8MGvNs.jpg,Scripted,Returning Series,Our history is now.,"Drama, Sci-Fi & Fantasy",Ronald D. Moore,"fr, gd, en",Starz,US,"Français, English","Tall Ship Productions, Left Bank Pictures, Sony Pictures Television Studios, Story Mining & Supply Company","United Kingdom, United States of America",0
92749,Moon Knight,1,6,en,2392,7.816,"When Steven Grant, a mild-mannered gift-shop employee, becomes plagued with blackouts and memories of another life, he discovers he has dissociative identity disorder and shares a body with mercenary Marc Spector. As Steven/Marc’s enemies converge upon them, they must navigate their complex identities while thrust into a deadly mystery among the powerful gods of Egypt.",FALSE,/iux1vKPT7Vw1AzetZb4Jz6wfYsm.jpg,30-03-2022,04-05-2022,https://www.disneyplus.com/series/moon-knight/4S3oOF1knocS,FALSE,Moon Knight,49.843,/vKDUmKO6F9bSKKyHhg7YGbgcEeF.jpg,Miniseries,Ended,Embrace the chaos.,"Action & Adventure, Sci-Fi & Fantasy, Mystery",Jeremy Slater,en,Disney+,US,English,"Marvel Studios, Kevin Feige Productions",United States of America,47
1421,Modern Family,11,250,en,2346,7.841,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",FALSE,/x4lxFIhhrDI4nWtV8osnYwbGESV.jpg,23-09-2009,08-04-2020,http://abc.go.com/shows/modern-family,FALSE,Modern Family,168.723,/klL4yhwiU8aF4AuF5dCfJA9sRnS.jpg,Scripted,Ended,"One big (straight, gay, multi-cultural, traditional) happy family.",Comedy,"Christopher Lloyd, Steven Levitan",en,ABC,US,English,"Levitan Lloyd Productions, 20th Century Fox Television, Steven Levitan Prods, Picador Productions",United States of America,25
110492,Peacemaker,1,8,en,2334,8.326,"The continuing story of Peacemaker – a compellingly vainglorious man who believes in peace at any cost, no matter how many people he has to kill to get it – in the aftermath of the events of “The Suicide Squad.”",FALSE,/ctxm191q5o3axFzQsvNPlbKoSYv.jpg,13-01-2022,17-02-2022,https://www.hbomax.com/peacemaker,TRUE,Peacemaker,49.988,/hE3LRZAY84fG19a18pzpkZERjTE.jpg,Scripted,Returning Series,Give peace a f#cking chance.,"Action & Adventure, Sci-Fi & Fantasy, Drama",James Gunn,en,HBO Max,US,English,"Warner Bros. Television, The Safran Company, Troll Court Entertainment, DC Entertainment",United States of America,0
62455,Locked Up,4,40,es,2318,8.017,"Set up to take the blame for corporate fraud, young Macarena Ferreiro is locked up in a high-security women's prison surrounded by tough, ruthless criminals in this tense, provocative Spanish thriller.",FALSE,/iukGFUQQWUdgwTGGDLb1Pw3GoZP.jpg,20-04-2015,04-02-2019,https://visavisenfox.foxtv.es,FALSE,Vis a vis,104.169,/1kH9u5DkoDUuIlhFFWjz9VSlKhC.jpg,Scripted,Ended,,Drama,"Álex Pina, Iván Escobar, Daniel Écija, Esther Martínez Lobato","pt, es","FOX España, Antena 3",ES,"Português, Español",Globomedia,,50
62710,Blindspot,5,100,en,2293,7.378,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed.",FALSE,/u7G2G7jrBfHfIyj8ifzkq8I4tq3.jpg,21-09-2015,23-07-2020,http://www.nbc.com/blindspot,FALSE,Blindspot,67.007,/4AeYzamQmd9Fa6hawDmYKbdvBSe.jpg,Scripted,Ended,Piecing together her past. One tattoo at a time.,"Crime, Drama, Action & Adventure",Martin Gero,en,NBC,US,English,"Quinn's House, Warner Bros. Television, Berlanti Productions",United States of America,43
70881,Boruto: Naruto Next Generations,1,293,ja,2293,7.89,"The life of the shinobi is beginning to change. Boruto Uzumaki, son of Seventh Hokage Naruto Uzumaki, has enrolled in the Ninja Academy to learn the ways of the ninja. Now, as a series of mysterious events unfolds, Boruto’s story is about to begin!",FALSE,/3XlKckxPEa4lg5w4vHnyE35PUyI.jpg,05-04-2017,26-03-2023,http://www.tv-tokyo.co.jp/anime/boruto/,TRUE,BORUTO-ボルト- NARUTO NEXT GENERATIONS,149.166,/e0B6i48kxdRkMcK4tR4YNfXGWOc.jpg,Scripted,Returning Series,,"Action & Adventure, Animation",,ja,TV Tokyo,JP,日本語,Pierrot,Japan,25
1398,The Sopranos,6,86,en,2292,8.6,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",FALSE,/lNpkvX2s8LGB0mjGODMT4o6Up7j.jpg,10-01-1999,10-06-2007,https://www.hbo.com/the-sopranos,FALSE,The Sopranos,156.471,/xjORbljyMZ8mgYlnftYOVujHoAi.jpg,Scripted,Ended,Family. Redefined.,Drama,David Chase,en,HBO,US,English,HBO,United States of America,0
27240,Seven Deadly Sins,1,7,en,2282,7.7,"The series traces the history of the seven deadly sins, how they became part of religious doctrine, and looks at historical figures who have been the worst perpetrators of each. Each of the seven sins is explored, from their origins and nature, their opposing virtue, and their corresponding punishment.",FALSE,/6GdneIKJFjv5ArM5b6kKJQ4o8z4.jpg,29-12-2008,04-01-2009,https://www.history.com/news/seven-deadly-sins-origins,FALSE,Seven Deadly Sins,7.537,/u7UUYOeMcQ62qHhRhWeGO09h8qH.jpg,Documentary,Ended,,Documentary,,en,History,US,English,Flight 33 Productions,,60
60622,Fargo,5,51,en,2278,8.313,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",FALSE,/FtK35pwgGHTFu8hySVlFmfF8td.jpg,15-04-2014,29-11-2020,http://www.fxnetworks.com/fargo,TRUE,Fargo,133.703,/9ZIhl17uFlXCNUputSEDHwZYIEJ.jpg,Scripted,Returning Series,Welcome to the alternate economy.,"Crime, Drama",Noah Hawley,en,FX,US,English,"26 Keys Productions, The Littlefield Company, Mike Zoss Productions, MGM Television, FX Productions",United States of America,50
34307,Shameless,11,134,en,2268,8.2,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",FALSE,/bFVx0ydejF6NE8SEAVz95ns0o6A.jpg,09-01-2011,11-04-2021,http://www.sho.com/shameless,FALSE,Shameless,271.993,/9akij7PqZ1g6zl42DQQTtL9CTSb.jpg,Scripted,Ended,"The Gallaghers. Absolutely, Wildly, Unapologetically... Shameless","Drama, Comedy","John Wells, Paul Abbott",en,Showtime,US,English,"Bonanza Productions, John Wells Productions, Warner Bros. Television, Showtime Networks, Anthony Hemingway Productions",United States of America,57
102903,Control Z,3,24,es,2242,8.227,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",FALSE,/gFFedWBZ7s5sPiR9A1IpileWuFf.jpg,22-05-2020,06-07-2022,https://www.netflix.com/title/81021245,FALSE,Control Z,20.708,/8VNA0RdrPk8Ec7XVjpeT0Rnui79.jpg,Scripted,Ended,Your secrets are not safe.,Drama,"Adriana Pelusi, Carlos Quintanilla Sakar, Miguel García Moreno",es,Netflix,MX,Español,Lemon Studios,Mexico,36
113988,Dahmer – Monster: The Jeffrey Dahmer Story,1,10,en,2228,8.061,This series examines the gruesome and horrific true crimes of Jeffrey Dahmer and the systemic failures that enabled one of America’s most notorious serial killers to continue his murderous spree in plain sight for over a decade.,FALSE,/5vUux2vNUTqwCzb7tVcH18XnsF.jpg,21-09-2022,21-09-2022,https://www.netflix.com/title/81287562,FALSE,Dahmer – Monster: The Jeffrey Dahmer Story,59.532,/f2PVrphK0u81ES256lw3oAZuF3x.jpg,Miniseries,Ended,,"Crime, Drama","Ryan Murphy, Ian Brennan",en,Netflix,US,English,Ryan Murphy Productions,United States of America,0
115036,The Book of Boba Fett,1,7,en,2223,7.71,Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,FALSE,/oMWnpUUCeIqvTdP3IYZ0JnPdrmU.jpg,29-12-2021,09-02-2022,https://www.disneyplus.com/series/the-book-of-boba-fett/57TL7zLNu2wf,FALSE,The Book of Boba Fett,47.62,/gNbdjDi1HamTCrfvM9JeA94bNi2.jpg,Miniseries,Ended,Every galaxy has an underworld.,"Action & Adventure, Sci-Fi & Fantasy",Jon Favreau,en,Disney+,US,English,"Lucasfilm Ltd., Golem Creations",United States of America,0
1424,Orange Is the New Black,7,91,en,2222,7.688,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",FALSE,/z8Mg3YVZGd1iSnoDinEAoh9WTck.jpg,11-07-2013,26-07-2019,https://www.netflix.com/title/70242311,FALSE,Orange Is the New Black,103.656,/ekaa7YjGPTkFLcPhwWXTnARuCEU.jpg,Scripted,Ended,Every sentence is a story.,"Comedy, Drama",Jenji Kohan,en,Netflix,US,English,"Lionsgate Television, Tilted Productions",United States of America,60
84773,The Lord of the Rings: The Rings of Power,1,8,en,2210,7.408,"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",FALSE,/1rO4xoCo4Z5WubK0OwdVll3DPYo.jpg,01-09-2022,13-10-2022,https://www.amazon.com/dp/B09QHC2LZM,TRUE,The Lord of the Rings: The Rings of Power,127.962,/mYLOqiStMxDK3fYZFirgrMt8z5d.jpg,Scripted,Returning Series,Journey to Middle-earth.,"Action & Adventure, Sci-Fi & Fantasy, Drama","John D. Payne, Patrick McKay","en, tr",Prime Video,US,"English, Türkçe","Amazon Studios, New Line Cinema",United States of America,0
67178,Marvel's The Punisher,2,26,en,2207,8.119,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,FALSE,/j5aOOtsJinQtyRaqiB12TTRHdeX.jpg,17-11-2017,18-01-2019,https://www.disneyplus.com/series/the-punisher/6JOZHgU6cBS3,FALSE,Marvel's The Punisher,48.888,/tM6xqRKXoloH9UchaJEyyRE9O1w.jpg,Scripted,Canceled,The truth must be taken.,"Action & Adventure, Crime, Drama",Steve Lightfoot,en,Netflix,US,English,"Marvel Television, ABC Studios, Bohemian Risk Productions",United States of America,53
46296,Spartacus,3,33,en,2192,7.997,"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",FALSE,/xyHrlFr8W9bGysDsYQRRfD3cdoR.jpg,22-01-2010,12-04-2013,http://www.starz.com/originals/spartacus,FALSE,Spartacus,163.932,/c2GKN4VHCj1dnjFMANRpGkCVBae.jpg,Scripted,Ended,,Drama,Steven S. DeKnight,en,Starz,US,English,Starz Productions,,53
