id,title,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,popularity,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
58841,Chicago P.D.,10,208,en,2186,8.453,"A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.",FALSE,/qSrSg6dZeZy6uJ6SfSKbEAwk3Wo.jpg,08-01-2014,24-05-2023,http://www.nbc.com/chicago-pd,TRUE,Chicago P.D.,755.394,/7gtp4lusk685hdmuEXMbYrmSQoY.jpg,Scripted,Returning Series,Break the rules. Not the law.,"Crime, Drama","Dick Wolf, Matt Olmstead",en,NBC,US,English,"Universal Television, Wolf Entertainment",United States of America,42
62127,Marvel's Iron Fist,2,23,en,2179,6.529,"Danny Rand resurfaces 15 years after being presumed dead. Now, with the power of the Iron Fist, he seeks to reclaim his past and fulfill his destiny.",FALSE,/xHCfWGlxwbtMeeOnTvxUCZRGnkk.jpg,17-03-2017,07-09-2018,https://www.disneyplus.com/series/iron-fist/24YlE6bSZy6E,FALSE,Marvel's Iron Fist,10.22,/4l6KD9HhtD6nCDEfg10Lp6C6zah.jpg,Scripted,Canceled,,"Action & Adventure, Drama, Sci-Fi & Fantasy",Scott Buck,en,Netflix,US,English,"Marvel Television, Devilina Productions, ABC Studios",United States of America,55
95594,Fast & Furious Spy Racers,6,52,en,2166,6.976,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,FALSE,/9aWSpBqMrlrr8yaydSEgNJjIruG.jpg,26-12-2019,17-12-2021,https://www.netflix.com/title/80225085,FALSE,Fast & Furious Spy Racers,41.373,/ejqbIUDbSWlgDeCoKBFGwbFML3N.jpg,Scripted,Ended,,"Animation, Action & Adventure, Kids, Family",,en,Netflix,US,English,"DreamWorks Animation, Universal Pictures",United States of America,25
75219,09-01-2001,6,96,en,2165,8.224,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.",FALSE,/w6H16UchlNJ4Okiu1Qasa0btOAk.jpg,03-01-2018,15-05-2023,https://www.fox.com/9-1-1/,TRUE,09-01-2001,239.165,/89ZV0IBrNa1EFmivRN6jl0sti1n.jpg,Scripted,Returning Series,What’s your emergency?,"Drama, Crime, Action & Adventure","Ryan Murphy, Brad Falchuk",en,FOX,US,English,"20th Century Fox Television, Ryan Murphy Productions, Reamworks, Brad Falchuk Teley-vision",United States of America,43
80752,See,3,24,en,2163,8.2,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.",FALSE,/wNKwOtq27yfN13SKKV07NwkpBA3.jpg,01-11-2019,13-10-2022,https://tv.apple.com/show/umc.cmc.3s4mgg2y7h95fks9gnc4pw13m,FALSE,See,197.199,/1kZdBrH1C07Zf2131QUpmju3kO6.jpg,Scripted,Ended,A new vision of the future.,"Drama, Sci-Fi & Fantasy, Action & Adventure",Steven Knight,en,Apple TV+,CA,English,"Endeavor Content, Chernin Entertainment, about:blank, Tropper Ink Productions, Nebulastar, Quaker Moving Pictures","United Kingdom, United States of America",60
1705,Fringe,5,100,en,2154,8.119,"FBI Special Agent Olivia Dunham, brilliant but formerly institutionalized scientist Walter Bishop and his scheming, reluctant son Peter uncover a deadly mystery involving a series of unbelievable events and realize they may be a part of a larger, more disturbing pattern that blurs the line between science fiction and technology.",FALSE,/2yZXtM2Kky1Sy0kachbDlwybl3y.jpg,09-09-2008,18-01-2013,http://www.fox.com/fringe,FALSE,Fringe,190.366,/sY9hg5dLJ93RJOyKEiu1nAtBRND.jpg,Scripted,Ended,Question the answers.,"Sci-Fi & Fantasy, Drama, Mystery","J.J. Abrams, Alex Kurtzman, Roberto Orci",en,FOX,US,English,"Warner Bros. Television, Bad Robot",United States of America,46
62643,DC's Legends of Tomorrow,7,110,en,2130,7.332,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",FALSE,/isPWZirQUCHpQ8aJZHa5s3EVXv1.jpg,21-01-2016,02-03-2022,http://www.cwtv.com/shows/legends-of-tomorrow,FALSE,DC's Legends of Tomorrow,173.189,/icv3e1l8od9VjQD4NlvpBySyY09.jpg,Scripted,Canceled,A roaring rewind.,"Action & Adventure, Sci-Fi & Fantasy, Drama","Greg Berlanti, Marc Guggenheim, Phil Klemmer, Andrew Kreisberg",en,The CW,US,English,"Warner Bros. Television, Bonanza Productions, Berlanti Productions, DC Entertainment",United States of America,42
71728,Young Sheldon,6,127,en,2124,8.057,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",FALSE,/fXRgyxFxT3SG45fDqUODDRNE9IJ.jpg,25-09-2017,18-05-2023,http://www.cbs.com/shows/young-sheldon/,TRUE,Young Sheldon,297.324,/MpdROQ5XxQqOMKhJlLUf7PTxIC.jpg,Scripted,Returning Series,From the small brains behind The Big Bang Theory.,"Comedy, Family","Chuck Lorre, Steven Molaro",en,CBS,US,English,Warner Bros. Television,United States of America,22
16997,The Pacific,1,10,en,2123,7.738,"Track the intertwined real-life stories of three U.S. Marines – Robert Leckie, John Basilone, and Eugene Sledge – across the vast canvas of the Pacific Theater during World War II. A companion piece to the 2001 miniseries Band of Brothers.",FALSE,/nWfpVLgioDXQsAbfL6UJxYz6d3d.jpg,14-03-2010,16-05-2010,http://www.hbo.com/the-pacific,FALSE,The Pacific,57.386,/x9Y1IMFdY8Ma222KcQadFEau0EB.jpg,Miniseries,Ended,Hell was an ocean away.,"Drama, Action & Adventure, War & Politics",Bruce C. McKenna,en,HBO,US,English,"Playtone, HBO Films, DreamWorks Television, HBO, DreamWorks Pictures",,60
40008,Hannibal,3,39,en,2121,8.23,"Both a gift and a curse, Graham has the extraordinary ability to think like his prey—he sees what they see, feels what they feel. But while Graham is pursuing an especially troubling, cannibalistic murderer, Special Agent Jack Crawford teams him with a highly respected psychiatrist – a man with a taste for the criminal minded – Dr. Hannibal Lecter.",FALSE,/mCwQJqyuCFlbFyJR5sWg3PqtHEN.jpg,04-04-2013,27-08-2015,http://www.nbc.com/hannibal/,FALSE,Hannibal,41.747,/pbV2eLnKSIm1epSZt473UYfqaeZ.jpg,Scripted,Ended,Savor the hunt,"Drama, Crime",Bryan Fuller,en,NBC,US,English,"Dino De Laurentiis Company, Living Dead Guy Productions, AXN, Gaumont International Television",United States of America,43
67744,Mindhunter,2,19,en,2099,8.069,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,FALSE,/a906PH7CDmSOdS7kmnAgdWk5mhv.jpg,13-10-2017,16-08-2019,https://www.netflix.com/title/80114855,FALSE,Mindhunter,39.398,/fbKE87mojpIETWepSbD5Qt741fp.jpg,Scripted,Canceled,History. Pattern. Profile.,"Drama, Crime",Joe Penhall,en,Netflix,US,English,Denver and Delilah Productions,United States of America,50
61222,BoJack Horseman,6,76,en,2083,8.558,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",FALSE,/AmIHaw6CQWOfBCQYom15Jzsu7OB.jpg,22-08-2014,31-01-2020,http://www.netflix.com/title/70300800,FALSE,BoJack Horseman,78.876,/6JFWzlChcGgLiIUo2COgNlWGFKy.jpg,Scripted,Ended,Don't look back. You're not going that way.,"Animation, Comedy, Drama",Raphael Bob-Waksberg,en,Netflix,US,English,"Tornante Company, ShadowMachine, Boxer vs Raptor",United States of America,25
61374,Tokyo Ghoul,4,48,ja,2072,8.374,"Ken Kaneki is a bookworm college student who meets a girl names Rize at a cafe he frequents. They're the same age and have the same interests, so they quickly become close. Little does Kaneki know that Rize is a ghoul – a kind of monster that lives by hunting and devouring human flesh. When part of her special organ – ""the red child"" – is transplanted into Kaneki, he becomes a ghoul himself, trapped in a warped world where humans are not the top of the food chain.",FALSE,/yOarY3Yo0NMkuTuft87M5oAZa3C.jpg,04-07-2014,25-12-2018,http://www.marv.jp/special/tokyoghoul/,FALSE,東京喰種トーキョーグール,79.344,/y2roOFsew9nJKKVwwJCHSyzgpK9.jpg,Scripted,Ended,,"Action & Adventure, Animation, Drama, Mystery",,ja,Tokyo MX,JP,日本語,"Pierrot, Marvelous, TC Entertainment",Japan,24
1981,Charmed,8,178,en,2068,8.189,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",FALSE,/ueZFcwAUvkjyAB9beaiqJyg0M8H.jpg,07-10-1998,21-05-2006,,FALSE,Charmed,130.029,/z4bPJ1BWU2EtV69NII2GVvsugQ2.jpg,Scripted,Ended,"Once lucky, Twice smart, Three times Charmed","Comedy, Drama, Mystery, Sci-Fi & Fantasy",Constance M. Burge,en,The WB,US,English,"Spelling Television, Worldvision Enterprises, Paramount Television Studios, CBS Studios",United States of America,42
38472,Marvel's Jessica Jones,3,39,en,2059,7.529,"After a tragic ending to her short-lived super hero stint, Jessica Jones is rebuilding her personal life and career as a detective who gets pulled into cases involving people with extraordinary abilities in New York City.",FALSE,/fjEOQhzZk2Or7VYUBeMx5ZIwU95.jpg,20-11-2015,14-06-2019,https://www.disneyplus.com/series/jessica-jones/4LX4rNmINp5y,FALSE,Marvel's Jessica Jones,28.684,/paf9wL3mOW9LT3ZjRxXqJcjeMEv.jpg,Scripted,Ended,Your powers can't save you.,"Sci-Fi & Fantasy, Drama",Melissa Rosenberg,en,Netflix,US,English,"Tall Girls Productions, ABC Studios, Marvel Television",United States of America,52
63639,The Expanse,6,62,en,2058,8.054,A thriller set two hundred years in the future following the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.,FALSE,/fYX29Hf2effFV4bOhhiKMkKNRUG.jpg,14-12-2015,13-01-2022,https://www.amazon.com/dp/B018BZ3SCM,FALSE,The Expanse,106.253,/lLidDKUYF5pcmH7zaM6J6nyRQGG.jpg,Scripted,Ended,The stars are better off without us.,"Drama, Mystery, Sci-Fi & Fantasy","Mark Fergus, Hawk Ostby",en,"Syfy, Prime Video",US,English,"Syfy, Legendary Television, Alcon Entertainment, Sean Daniel Company","Canada, United States of America",43
1892,The Fresh Prince of Bel-Air,6,148,en,2056,7.955,"Will, a street-smart teenager, moves from the tough streets of West Philly to posh Bel-Air to live with his Uncle Philip, Aunt Vivian, his cousins — spoiled Hilary, preppy Carlton and young Ashley — and their sophisticated British butler, Geoffrey. Though Will’s antics and upbringing contrast greatly with the upper-class lifestyle of his extended relatives, he soon finds himself right at home as a loved part of the family.",FALSE,/uxUT6MjhMkpaijKKJHh24W5VWDw.jpg,10-09-1990,20-05-1996,,FALSE,The Fresh Prince of Bel-Air,130.923,/3d6tBbClvVjgF6ZyPl3SojfFU3e.jpg,Scripted,Ended,Influence goes both ways.,"Comedy, Family","Andy Borowitz, Susan Borowitz",en,NBC,US,English,"The Stuffed Dog Company, NBC Productions, Quincy Jones-David Salzman Entertainment",United States of America,23
95057,Superman & Lois,3,43,en,2047,8.1,"After years of facing megalomaniacal supervillains, monsters wreaking havoc on Metropolis, and alien invaders intent on wiping out the human race, The Man of Steel aka Clark Kent and Lois Lane come face to face with one of their greatest challenges ever: dealing with all the stress, pressures and complexities that come with being working parents in today's society.",FALSE,/qO8uNvhYrBRKKWZLUdHrvwuuQpG.jpg,23-02-2021,27-06-2023,https://www.cwtv.com/shows/superman-and-lois,TRUE,Superman & Lois,157.443,/qJ6ndkbqgqS1n7ETi0YHhcjASym.jpg,Scripted,Returning Series,New strength awakens.,"Sci-Fi & Fantasy, Drama","Greg Berlanti, Todd Helbing",en,The CW,US,English,"Berlanti Productions, Warner Bros. Television, DC Entertainment",United States of America,44
4614,NCIS,20,457,en,2047,7.631,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",FALSE,/qmcoEOrTm6BcgR4iO7KBQKE9AKT.jpg,23-09-2003,22-05-2023,http://www.cbs.com/shows/ncis/,TRUE,NCIS,754.614,/2exOHePjOTquUsbThPGhuEjYTyA.jpg,Scripted,Returning Series,,"Crime, Drama, Action & Adventure","Donald P. Bellisario, Don McGill",en,CBS,US,English,"thinkfilm, Paramount Television Studios, Belisarius Productions, CBS Studios",United States of America,45
91239,Bridgerton,3,24,en,2045,8.143,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",FALSE,/aXa6J5vGZQQOLZZv8fK0w0cd2fm.jpg,25-12-2020,25-03-2022,https://www.netflix.com/title/80232398,TRUE,Bridgerton,71.308,/luoKpgVwi1E5nQsi7W0UuKHu2Rq.jpg,Scripted,Returning Series,Love never plays by the rules.,Drama,Chris Van Dusen,en,Netflix,US,English,ShondaLand,United States of America,60
1639,Heroes,4,78,en,2018,7.487,Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,FALSE,/4DgAubucJP6y2yX2Yx4CLEgdIPA.jpg,25-09-2006,08-02-2010,http://www.nbc.com/heroes,FALSE,Heroes,64.842,/7Cn1Sj5yipu7tBX14BbaXuBHbL1.jpg,Scripted,Canceled,"You can't choose your family, you can choose a side.","Sci-Fi & Fantasy, Drama",Tim Kring,"es, en, ja",NBC,US,"Español, English, 日本語",Tailwind Productions,United States of America,43
44006,Chicago Fire,11,239,en,2008,8.4,"An edge-of-your-seat view into the lives of everyday heroes committed to one of America's noblest professions. For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating. These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.",FALSE,/a1axm2xRYGB35X406AMI51IrhYp.jpg,10-10-2012,24-05-2023,http://www.nbc.com/chicago-fire,TRUE,Chicago Fire,257.093,/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg,Scripted,Returning Series,Feel the heat.,Drama,"Michael Brandt, Derek Haas",en,NBC,US,English,"Universal Television, Wolf Entertainment",United States of America,42
1407,Homeland,8,96,en,1969,7.544,"CIA officer Carrie Mathison is tops in her field despite being bipolar, which makes her volatile and unpredictable. With the help of her long-time mentor Saul Berenson, Carrie fearlessly risks everything, including her personal well-being and even sanity, at every turn.",FALSE,/391ixi0wVbFtFLQnOy8ZncWv2io.jpg,02-10-2011,26-04-2020,https://www.sho.com/homeland,FALSE,Homeland,90.782,/6GAvS2e6VIRsms9FpVt33PsCoEW.jpg,Scripted,Ended,The nation sees a hero. She sees a threat..,"Drama, War & Politics","Gideon Raff, Howard Gordon, Alex Gansa",en,Showtime,US,English,"Showtime Networks, Teakwood Lane Productions, Cherry Pie Productions, Keshet Broadcasting, Fox 21, Fox 21 Television Studios","Israel, United States of America",55
154521,The Kardashians,4,40,en,1968,8.63,"The family you know and love is here with a brand new series, giving an all-access pass into their lives. Kris, Kourtney, Kim, Khloé, Kendall, and Kylie bring the cameras back to reveal the truth behind the headlines. From the intense pressures of running billion-dollar businesses to the hilarious joys of playtime and school drop-offs, this series brings viewers into the fold with a rivetingly honest story of love & life in the spotlight.",FALSE,/hEUigxkQ6JTsKDUab8TL8trGOAc.jpg,14-04-2022,28-09-2023,https://www.hulu.com/series/the-kardashians-7840bf30-f440-48d4-bf81-55d8cb24457a,TRUE,The Kardashians,86.223,/q1tKB9Wd88GIIfUYFgyh0PQXOCv.jpg,Reality,Returning Series,Expect the unexpected.,Reality,,en,Hulu,US,English,"Fulwell 73, Kardashian Jenner Productions",United States of America,0
69740,Ozark,4,44,en,1968,8.244,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",FALSE,/gD830J0sf5gEeZvzkRVPdGxJmSR.jpg,21-07-2017,29-04-2022,https://www.netflix.com/title/80117552,FALSE,Ozark,68.006,/m73bD8VjibSKuTWg597GQVyVhSb.jpg,Scripted,Ended,Their last resort.,"Crime, Drama","Mark Williams, Bill Dubuque",en,Netflix,US,English,"MRC, Zero Gravity Management, Aggregate Films, Man, Woman & Child Productions",United States of America,0
45871,Locked Up: The Oasis,1,8,es,1966,7.86,"After a few years dedicating themselves to robbing jewelers, banks and casinos, it is time for Macarena and Zulema to separate.",FALSE,/7wm4CH6LbsFul4wWmmfXGcStVsk.jpg,20-04-2020,08-06-2020,https://visavisenfox.foxtv.es/,FALSE,Vis a Vis: El Oasis,20.921,/7EOWkNGxXq2MBZxfV3ZxjRM4vlH.jpg,Scripted,Ended,,Drama,Iván Escobar,es,FOX España,ES,Español,"Globomedia, Fox Latin American Channels",Spain,50
72844,The Haunting of Hill House,1,10,en,1953,8.1,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",FALSE,/6YANELLOCepacNcfJ9lj43NvvrZ.jpg,12-10-2018,12-10-2018,https://www.netflix.com/title/80189221,FALSE,The Haunting of Hill House,47.223,/38PkhBGRQtmVx2drvPik3F42qHO.jpg,Miniseries,Ended,You're expected,"Mystery, Drama",Mike Flanagan,en,Netflix,US,English,"Paramount Television Studios, Amblin Television, Intrepid Pictures",United States of America,50
39272,Once Upon a Time,7,156,en,1948,7.315,"There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.

Emma Swan is a 28-year-old bail bonds collector who has been supporting herself since she was abandoned as a baby. Things change for her when her son Henry, whom she abandoned years ago, finds her and asks for her help explaining that she is from a different world where she is Snow White's missing daughter.",FALSE,/4043WFrLsGnZa3RL4Po9buc1EtF.jpg,23-10-2011,18-05-2018,http://abc.go.com/shows/once-upon-a-time,FALSE,Once Upon a Time,625.792,/49qD372jeHUTmdNMGJkjCFZdv9y.jpg,Scripted,Ended,Magic is coming.,"Drama, Sci-Fi & Fantasy","Edward Kitsis, Adam Horowitz",en,ABC,US,English,"Kitsis/Horowitz, ABC Studios",United States of America,43
52814,Halo,1,9,en,1926,8.3,"Depicting an epic 26th-century conflict between humanity and an alien threat known as the Covenant, the series weaves deeply drawn personal stories with action, adventure and a richly imagined vision of the future.",FALSE,/1qpUk27LVI9UoTS7S0EixUBj5aR.jpg,24-03-2022,19-05-2022,https://www.paramountplus.com/shows/halo/,TRUE,Halo,91.325,/nJUHX3XL1jMkk8honUZnUmudFb9.jpg,Scripted,Returning Series,"Find the Halo, win the war.","Action & Adventure, Sci-Fi & Fantasy","Kyle Killen, Steven Kane",en,Paramount+,US,English,"Amblin Television, One Big Picture, Chapter Eleven, 343 Industries, Showtime Networks","United Kingdom, United States of America",0
11250,Pasión de Gavilanes,2,259,es,1925,7.641,The Reyes-Elizondo's idyllic lives are shattered by a murder charge against Eric and León.,FALSE,/qabMMIpNUUKYFqQxHEWErEEBD8G.jpg,21-10-2003,31-05-2022,https://www.telemundo.com/shows/pasion-de-gavilanes,FALSE,Pasión de gavilanes,283.197,/91UV7pNcDPhIzJl7EuK36sK5vRG.jpg,Scripted,Ended,,Drama,Julio Jiménez,es,Telemundo,US,Español,,,0
1438,The Wire,5,60,en,1889,8.535,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",FALSE,/oggnxmvofLtGQvXsO9bAFyCj3p6.jpg,02-06-2002,09-03-2008,http://www.hbo.com/the-wire,FALSE,The Wire,77.897,/4lbclFySvugI51fwsyxBTOm4DqK.jpg,Scripted,Ended,All in the game.,"Crime, Drama",David Simon,"es, en, el, zh",HBO,US,"Español, English, ελληνικά, 普通话","Blown Deadline Productions, Anthony Hemingway Productions",United States of America,60
90239,El juego de las llaves,2,18,es,1878,7.483,"A casual encounter between Adriana and Sergio, two former high school friends, triggers the beginning of the game of the keys where four couples generate new sexual and emotional combinations in a dangerous and lustful game.",FALSE,/b3YoKUxr9fHNLgWEplNBYCtBy8K.jpg,16-08-2019,30-09-2021,https://www.pantaya.com/series/57347,TRUE,El juego de las llaves,25.334,/aok4wrjWlQHyrPNQHXNQS4jfqEB.jpg,Scripted,Returning Series,,Drama,Marisa Quiroga,es,Pantaya,MX,Español,Corazón Films,Mexico,30
105,Sex and the City,6,94,en,1871,7.4,"Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene. ",FALSE,/mXtL24G2Awyl3lKFtreMHnH5qFC.jpg,06-06-1998,22-02-2004,http://www.hbo.com/sex-and-the-city,FALSE,Sex and the City,91.846,/jfLp8gTfdi9d8onEFJ60kp1Bl1e.jpg,Scripted,Ended,The next best thing to being there.,Comedy,Darren Star,en,HBO,US,English,"Darren Star Productions, HBO",United States of America,25
1433,American Dad!,20,366,en,1861,6.952,"The series focuses on an eccentric motley crew that is the Smith family and their three housemates: Father, husband, and breadwinner Stan Smith; his better half housewife, Francine Smith; their college-aged daughter, Hayley Smith; and their high-school-aged son, Steve Smith. Outside of the Smith family, there are three additional main characters, including Hayley's boyfriend turned husband, Jeff Fischer; the family's man-in-a-goldfish-body pet, Klaus; and most notably the family's zany alien, Roger, who is ""full of masquerades, brazenness, and shocking antics.""",FALSE,/mc3rG5M9dFVjMfaCFNfbD5gu2pK.jpg,06-02-2005,02-10-2023,http://www.tbs.com/shows/american-dad,TRUE,American Dad!,196.512,/xnFFz3etm1vftF0ns8RMHA8XdqT.jpg,Scripted,Returning Series,"From the creator of ""Family Guy"" comes a man who will stop at nothing to protect his country.","Animation, Comedy","Seth MacFarlane, Mike Barker, Matt Weitzman",en,"FOX, TBS",US,English,"20th Century Fox Television, Underdog Productions, Fuzzy Door Productions, 20th Television Animation, 20th Television",United States of America,22
96815,"Sex, Explained",1,5,en,1856,6.553,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",FALSE,/dPDuW7NL3iTNjiTsEhb30n89au4.jpg,02-01-2020,02-01-2020,https://www.netflix.com/title/81160763,FALSE,"Sex, Explained",17.276,/nIwI7rlhVXlfDHNoLFfYzkz7TJ4.jpg,Miniseries,Ended,,Documentary,,en,Netflix,US,English,"Vox Media Studios, Vox Entertainment",United States of America,22
1395,Gossip Girl,6,121,en,1852,8.302,An exclusive group of privileged teens from a posh prep school on Manhattan's Upper East Side whose lives revolve around the blog of the all-knowing albeit ultra-secretive Gossip Girl.,FALSE,/zVF9VSQ5GypVD9uRlM95O1LcVr3.jpg,19-09-2007,17-12-2012,,FALSE,Gossip Girl,102.347,/hvDlmhoImfX5oUYS2gXxsMrpSTB.jpg,Scripted,Ended,You're nobody until you're talked about.,"Drama, Mystery","Josh Schwartz, Stephanie Savage",en,The CW,US,English,"Warner Bros. Television, Alloy Entertainment, Fake Empire Productions, CBS Studios",,42
35610,InuYasha,2,193,ja,1851,8.587,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",FALSE,/gtFE5NhVHpa9oX1PU9szsUS8ZPX.jpg,16-10-2000,30-03-2010,http://www.sunrise-inc.co.jp/yasya/,FALSE,犬夜叉,89.589,/m7gGPZCguDU7bmVqQ2ZiSo7b9Xc.jpg,Scripted,Ended,,"Animation, Sci-Fi & Fantasy, Action & Adventure, Comedy, Mystery",Rumiko Takahashi,ja,"ANIMAX, Nippon TV, YTV",JP,日本語,SUNRISE,Japan,24
89641,Love Alarm,2,14,ko,1843,8.402,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",FALSE,/mXouvrZbn8YpZMURGvw30QK8qfo.jpg,22-08-2019,12-03-2021,https://www.netflix.com/title/80168068,FALSE,좋아하면 울리는,28.929,/s87JyAWtRLLlmsYWXTED1l8henB.jpg,Scripted,Ended,"When you turn on the application, your heart will ring","Drama, Sci-Fi & Fantasy",Yu Bo-ra,"en, ko, pt",Netflix,KR,"English, 한국어/조선말, Português","Studio Dragon, Production H",South Korea,50
33880,The Legend of Korra,4,52,en,1841,8.253,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",FALSE,/hmrNfrUl3FFaymDj6Iw5oKQjIs2.jpg,14-04-2012,18-12-2014,http://www.nick.com/shows/legend-of-korra,FALSE,The Legend of Korra,47.604,/dZgYvSfuh1YHDrJuILlVQ5oA2hF.jpg,Scripted,Ended,Only the Avatar can master all four elements.,"Action & Adventure, Animation, Drama, Family, Sci-Fi & Fantasy","Michael Dante DiMartino, Bryan Konietzko",en,Nickelodeon,US,English,"Pierrot, Nickelodeon Animation Studio, Studio Mir","Japan, United States of America, South Korea",23
1437,Firefly,1,11,en,1830,8.331,"In the year 2517, after the arrival of humans in a new star system, follow the adventures of the renegade crew of Serenity, a ""Firefly-class"" spaceship. The ensemble cast portrays the nine characters who live on Serenity.",FALSE,/leEGz2TzhnfzEoPJJlf0ZWbozBR.jpg,20-09-2002,20-12-2002,,FALSE,Firefly,43.565,/vZcKsy4sGAvWMVqLluwYuoi11Kj.jpg,Scripted,Canceled,You can't take the sky from me.,"Drama, Action & Adventure, Sci-Fi & Fantasy",Joss Whedon,en,FOX,US,English,"Mutant Enemy Productions, 20th Century Fox Television",United States of America,45
96677,Lupin,2,17,fr,1824,7.769,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",FALSE,/aY7zv2pfk9H0QxaaL3PBjvalbKQ.jpg,08-01-2021,11-06-2021,https://www.netflix.com/title/80994082,TRUE,Lupin,124.785,/l220jMmURQUTzgkFuf6u8YpYs84.jpg,Scripted,Returning Series,,"Crime, Drama, Mystery","George Kay, Marie Roussin, Florent Meyer, François Uzan, Tigran Rosine",fr,Netflix,FR,Français,Gaumont,France,48
92783,She-Hulk: Attorney at Law,1,9,en,1816,6.378,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered hulk.",FALSE,/eljErfkQUcFUgQkI4I1soZcH8MW.jpg,18-08-2022,13-10-2022,https://www.disneyplus.com/series/she-hulk-attorney-at-law/gPwaYusKqRQh,FALSE,She-Hulk: Attorney at Law,45.06,/hJfI6AGrmr4uSHRccfJuSsapvOb.jpg,Miniseries,Ended,You'll like her when she's angry.,"Comedy, Sci-Fi & Fantasy",Jessica Gao,en,Disney+,US,English,"Marvel Studios, Kevin Feige Productions",United States of America,0
