id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
508965,Klaus,"Animation,Family,Adventure,Comedy,Fantasy",en,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",20.474,08-11-2019,8.3,2986
290098,The Handmaiden,"Thriller,Drama,Romance",ko,A Japanese woman hires a handmaiden who is secretly working with a con man to cheat her out of her wealth.,45.016,01-06-2016,8.3,2744
299536,Avengers: Infinity War,"Adventure,Action,Science Fiction",en,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",475.535,25-04-2018,8.3,25020
77338,The Intouchables,"Drama,Comedy",fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,86.109,02-11-2011,8.3,14800
532067,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,"Animation,Adventure,Comedy,Fantasy",ja,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",132.022,30-08-2019,8.3,402
545611,Everything Everywhere All at Once,"Action,Adventure,Science Fiction",en,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",309.567,24-03-2022,8.3,1059
8587,The Lion King,"Family,Animation,Drama",en,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",204.155,23-06-1994,8.3,15531
1585,It's a Wonderful Life,"Drama,Family,Fantasy",en,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",32.21,20-12-1946,8.3,3359
797,Persona,Drama,sv,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.",10.578,18-10-1966,8.3,1655
526702,Black Beauty,Drama,en,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",12.203,27-11-2020,8.3,268
5156,Bicycle Thieves,Drama,it,A working man's livelihood is threatened when someone steals his bicycle.,13.995,24-11-1948,8.3,1867
110420,Wolf Children,"Animation,Drama,Family,Fantasy",ja,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",39.225,21-07-2012,8.3,1816
476292,Maquia: When the Promised Flower Blooms,"Animation,Fantasy,Romance,Drama",ja,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",70.561,24-02-2018,8.3,472
24188,Il Sorpasso,"Drama,Comedy",it,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",7.789,05-12-1962,8.3,575
490132,Green Book,"Drama,Comedy",en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",31.501,16-11-2018,8.2,9214
610892,Violet Evergarden: Eternity and the Auto Memory Doll,"Drama,Fantasy,Animation",ja,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",17.941,06-09-2019,8.2,256
504253,I Want to Eat Your Pancreas,"Animation,Drama,Romance,Family",ja,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",85.48,01-09-2018,8.2,1041
20532,Sansho the Bailiff,Drama,ja,"In medieval Japan a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",8.669,31-03-1954,8.2,265
37257,Witness for the Prosecution,"Drama,Mystery,Crime",en,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.",11.063,17-12-1957,8.2,1008
755812,"Miraculous World: New York, United HeroeZ","Animation,Family,Adventure,TV Movie,Fantasy,Action",fr,"During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatised super-villain. They discover that Miraculous exist in the United States too.",245.422,25-09-2020,8.2,912
664767,Mortal Kombat Legends: Scorpion's Revenge,"Animation,Action,Fantasy",en,"After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.",38.476,12-04-2020,8.2,1114
663558,New Gods: Nezha Reborn,"Animation,Action,Fantasy",zh,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",76.935,06-02-2021,8.2,288
1398,Stalker,"Science Fiction,Drama",ru,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",14.5,25-05-1979,8.2,1601
422,8½,"Fantasy,Drama",it,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",13.697,14-02-1963,8.2,1813
10098,The Kid,"Comedy,Drama",en,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,12.931,21-01-1921,8.2,1609
284,The Apartment,"Comedy,Drama,Romance",en,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",13.421,21-06-1960,8.2,1739
823754,Bo Burnham: Inside,Comedy,en,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",8.717,22-07-2021,8.2,239
354912,Coco,"Family,Animation,Fantasy,Music,Comedy,Adventure",en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",208.302,27-10-2017,8.2,15918
694,The Shining,"Horror,Thriller",en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",63.091,23-05-1980,8.2,14638
313106,Doctor Who: The Day of the Doctor,"Science Fiction,Adventure",en,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",10.732,23-11-2013,8.2,653
185,A Clockwork Orange,"Science Fiction,Drama",en,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",36.296,19-12-1971,8.2,10807
490,The Seventh Seal,"Fantasy,Drama",sv,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",16.149,16-02-1957,8.2,2378
26451,Investigation of a Citizen Above Suspicion,"Drama,Thriller",it,"Rome, Italy. After committing a heinous crime, a senior police officer exposes evidence incriminating him because his moral commitment prevents him from circumventing the law and the social order it protects.",7.337,16-10-1970,8.2,597
426,Vertigo,"Mystery,Romance,Thriller",en,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",20.392,28-05-1958,8.2,4663
470044,The Hate U Give,"Crime,Drama",en,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",21.983,19-10-2018,8.2,1794
2457,Children of Paradise,"Drama,Romance",fr,"Filmed during the German occupation, this French milestone centers around the theatrical life of a beautiful courtesan and the four men who love her. Voted the “Best French Film in History” by the French Film Academy in 1990.",8.19,15-03-1945,8.2,299
531428,Portrait of a Lady on Fire,"Drama,Romance,History",fr,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",20.978,17-06-2019,8.2,1831
16869,Inglourious Basterds,"Drama,Action,Thriller,War",en,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",86.404,19-08-2009,8.2,18951
518068,Along with the Gods: The Last 49 Days,"Drama,Fantasy,Action",ko,"In the afterlife, one guardian helps a man through his trials, while his two colleagues help a former guardian on earth.",32.172,01-08-2018,8.2,349
398818,Call Me by Your Name,"Romance,Drama",en,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",101.605,01-09-2017,8.2,10372
11,Star Wars,"Adventure,Action,Science Fiction",en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,77.644,25-05-1977,8.2,17480
629,The Usual Suspects,"Drama,Crime,Thriller",en,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",20.782,19-07-1995,8.2,8707
98,Gladiator,"Action,Drama,Adventure",en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",52.683,04-05-2000,8.2,15356
399106,Piper,"Family,Animation",en,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",7.741,16-06-2016,8.2,1373
1124,The Prestige,"Drama,Mystery,Science Fiction",en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",32.168,19-10-2006,8.2,13217
857,Saving Private Ryan,"Drama,History,War",en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",59.809,24-07-1998,8.2,13233
77,Memento,"Mystery,Thriller",en,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",26.409,11-10-2000,8.2,12433
11324,Shutter Island,"Drama,Thriller,Mystery",en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",367.116,14-02-2010,8.2,20171
603,The Matrix,"Action,Science Fiction",en,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",62.628,30-03-1999,8.2,21819
620683,My Mom is a Character 3,Comedy,pt,Dona Hermínia will have to rediscover and reinvent herself because her children are forming new families. This supermom will have to deal with a new life scenario: Marcelina is pregnant and Juliano is getting married.,5.769,26-12-2019,8.2,423
517814,Capernaum,Drama,ar,"Zain, a 12-year-old boy scrambling to survive on the streets of Beirut, sues his parents for having brought him into such an unjust world, where being a refugee with no documents means that your rights can easily be denied.",15.818,20-09-2018,8.2,1302
50014,The Help,Drama,en,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",325.877,09-08-2011,8.2,6522
324786,Hacksaw Ridge,"Drama,History,War",en,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",301.538,07-10-2016,8.2,11167
508442,Soul,"Animation,Family,Comedy,Fantasy,Drama",en,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",175.175,25-12-2020,8.2,8211
103,Taxi Driver,"Crime,Drama",en,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,39.307,09-02-1976,8.2,9564
406997,Wonder,"Drama,Family",en,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",48.155,13-11-2017,8.2,6919
872,Singin' in the Rain,"Comedy,Music,Romance,Drama",en,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",19.843,09-04-1952,8.2,2467
19,Metropolis,"Drama,Science Fiction",de,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",15.416,06-02-1927,8.2,2095
11878,Yojimbo,"Drama,Thriller",ja,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",15.131,25-04-1961,8.2,1067
475557,Joker,"Crime,Thriller,Drama",en,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",130.728,01-10-2019,8.2,20921
705,All About Eve,Drama,en,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",11.998,06-10-1950,8.2,1218
133919,Scenes from a Marriage,"Drama,Romance",sv,"Johan and Marianne are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.",7.809,15-09-1974,8.2,256
289,Casablanca,"Drama,Romance",en,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",20.562,26-11-1942,8.2,4305
439,La Dolce Vita,"Comedy,Drama",it,"Journalist and man-about-town Marcello struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",13.097,05-02-1960,8.2,1498
400608,Bo Burnham: Make Happy,"Comedy,Music",en,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",5.697,03-06-2016,8.2,293
895,Andrei Rublev,"Drama,History",ru,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",11.765,16-12-1966,8.2,580
600354,The Father,Drama,en,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",22.528,23-12-2020,8.2,2190
111,Scarface,"Action,Crime,Drama",en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",65.088,09-12-1983,8.2,9436
20914,My Friends,Comedy,it,"Four middle-aged friends in Florence organize together idle pranks (called zingarate, ""gypsy shenanigans"") in a continuous attempt to prolong childhood during their adult life.",4.199,24-10-1975,8.2,585
1422,The Departed,"Drama,Thriller,Crime",en,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",31.039,04-10-2006,8.2,12551
548,Rashomon,"Crime,Drama,Mystery",ja,"Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",13.672,26-08-1950,8.2,1676
100,"Lock, Stock and Two Smoking Barrels","Comedy,Crime",en,A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,10.191,28-08-1998,8.2,5488
472454,Ayla: The Daughter of War,"Drama,War",tr,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, this little girl captures the heart of Süleyman, who risks his own life to save her, smuggling her into his Army base and out of harms way. Not knowing her name and unable to communicate with her, Süleyman names her Ayla, in reminiscence of the moon on the fateful night during which they met. The two form an instantaneous and inseparable bond, and Ayla, almost effortlessly, brings an uncanny joy to the Turkish brigade in the grip of war. As the war comes to a close however, Süleyman's brigade is told that they will be returning home. Süleyman cannot bear abandoning Ayla, and does everything within his power to take her with him. After repeated failure, he is forced to give Ayla to an orphanage, but doesn't give up on the hope of one day reuniting with her. Will the two ever get back together?",13.651,27-10-2017,8.2,267
606856,Togo,"Adventure,Family",en,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.",140.122,20-12-2019,8.2,1506
996,Double Indemnity,"Crime,Drama,Mystery,Thriller",en,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",10.892,14-06-1944,8.2,1387
666,Central Station,Drama,pt,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",8.722,20-11-1998,8.2,675
992,Sherlock Jr.,"Action,Comedy,Mystery",en,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",10.842,17-04-1924,8.2,685
640344,Me Against You: Mr. S's Vendetta,"Comedy,Family",it,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.",7.143,17-01-2020,8.2,451
654299,Out of the Clear Blue Sky,"Comedy,Drama,Music",es,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",21.381,24-12-2019,8.2,294
615457,Nobody,"Action,Crime,Thriller",en,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",181.22,18-03-2021,8.1,4816
500,Reservoir Dogs,"Crime,Thriller",en,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",26.577,02-09-1992,8.1,12060
68718,Django Unchained,"Drama,Western",en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",66.924,25-12-2012,8.2,22784
831827,Far From the Tree,"Animation,Family",en,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",94.009,24-11-2021,8.1,287
55823,The Great War,"Drama,Comedy,War",it,"Italy, 1916. Oreste Jacovacci and Giovanni Busacca are called, as all the Italian youths, to serve the army in the WWI. They both try in every way to avoid serving the army.",7.75,28-10-1959,8.1,294
337404,Cruella,"Comedy,Crime",en,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",309.589,26-05-2021,8.1,7282
600,Full Metal Jacket,"Drama,War",en,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,33.082,26-06-1987,8.1,8651
489,Good Will Hunting,Drama,en,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",75.319,05-12-1997,8.1,9793
239,Some Like It Hot,"Comedy,Music,Romance,Crime",en,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",18.609,19-03-1959,8.1,2764
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama,Comedy,War",en,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",20.98,29-01-1964,8.1,4556
614,Wild Strawberries,Drama,sv,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",11.212,26-12-1957,8.1,1264
348,Alien,"Horror,Science Fiction",en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",56.013,25-05-1979,8.1,11835
785534,Paper Lives,Drama,tr,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",27.235,12-03-2021,8.1,295
411088,The Invisible Guest,"Drama,Mystery,Thriller",es,"Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.",40.228,06-01-2017,8.1,3776
655,"Paris, Texas",Drama,en,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",13.936,23-08-1984,8.1,1294
638507,How to Train Your Dragon: Homecoming,"Animation,Fantasy,Adventure,Action,Family",en,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",66.113,25-10-2019,8.1,703
